,date,QT_EXIST0
0,2020-02,8
1,2020-03,12
2,2020-04,19
3,2020-05,12
4,2020-06,13
5,2020-07,24
6,2020-08,12
7,2020-09,10
8,2020-10,9
9,2020-11,9
10,2020-12,4
11,2021-01,9
12,2021-02,12
13,2021-03,16
14,2021-04,15
15,2021-05,16
16,2021-06,21
17,2021-07,11
18,2021-08,14
19,2021-09,15
20,2021-10,12
21,2021-11,8
22,2021-12,7
23,2022-01,15
24,2022-02,7
25,2022-03,12
26,2022-04,10
27,2022-05,14
28,2022-06,47
29,2022-07,11
30,2022-08,15
31,2022-09,7
32,2022-10,7
33,2022-11,6
